0,1,2
166,a street sign next to a palm tree.,0.8482334017753601
167,a woman sitting on a couch with a cat.,0.906432032585144
168,a red and white airplane is taking off from a runway.,0.9242567420005798
169,a group of cows walking down a street.,0.9520302414894104
170,a white dog laying on a blanket on a couch.,0.9683225154876709
171,a large white bird standing on a body of water.,0.937300980091095
172,a yellow car driving down a race track.,0.9103747010231018
173,a train is parked in front of a building.,0.9482311010360718
174,a red car with a license plate parked in a parking lot.,0.9990560412406921
175,a man wearing a hat holding a bottle of beer.,0.9692575335502625
176,a dining room with a table and chairs and a large window.,0.9904178380966187
177,a cat sitting on a wooden chair.,0.971264123916626
178,a white boat sitting in the water next to a sign.,0.9781345725059509
179,a couple of buses parked next to each other on a street.,0.966067373752594
180,a living room with a blue chair and a coffee table.,0.9953001141548157
181,a couple of cows laying in the grass.,0.981822669506073
182,a microwave oven sitting on top of a entertainment center.,0.9091318845748901
183,a small bird perched on top of a tree branch.,0.9486175775527954
184,a couple of airplanes on display in a museum.,0.9267687797546387
185,a couple of cats laying in the grass.,0.9916477799415588
186,a cat walking on the ground near some rocks.,0.8751891851425171
187,a white dog is playing with a blue toy.,0.9244719743728638
188,a group of goats walking up a grassy hill.,0.96122145652771
189,a brown horse running on a track near a fence.,0.9001020193099976
190,a city bus is driving down the street.,0.9258105158805847
191,a woman standing next to a brown horse.,0.9967755675315857
192,a man riding a bike in a parking lot.,0.9958910346031189
193,a couple of sheep standing on a rock.,0.9735424518585205
194,a white sheep grazing on grass next to a river.,0.9399557709693909
195,a red double decker bus driving through a monument.,0.9432269334793091
196,a yellow race car on display in a building.,0.9297675490379333
197,a couple of orange buses parked next to each other.,0.9933586716651917
198,a man standing in a small boat in the water.,0.9577323198318481
199,a large airplane is flying in the sky.,0.9160736799240112
200,a woman standing in a doorway of a train.,0.8859962821006775
201,a baby and a cat sleeping next to a cat.,0.9761068820953369
202,a young boy is playing with a toy.,0.9315611720085144
203,a cat sitting in a cat bed.,0.9886188507080078
204,a group of birds flying over a body of water.,0.996255099773407
205,a woman is sitting on the floor with a dog.,0.8615298271179199
206,a train is traveling down the tracks in a field.,0.931914746761322
207,a close up of a owl sitting on a branch.,0.9556068181991577
208,a couple of dogs playing in the snow.,0.9710623025894165
209,a baby sheep nursing from its mother in a field.,0.8722359538078308
210,a brown and white dog walking down a street.,0.977834939956665
211,a close up of a helicopter flying in the sky.,0.916546106338501
212,a white horse grazing in a field of grass.,0.9706425666809082
213,a black bike parked next to a pole on a street.,0.8499748110771179
214,a brown dog sitting on a couch.,0.8894057273864746
215,a black and white photo of a plane.,0.9160813093185425
216,a black and white photo of a boat in the water.,0.997379720211029
217,a small boat in a large body of water.,0.9820145964622498
218,a wooden rocking chair sitting on a wooden floor.,0.8894058465957642
219,a blue and silver train traveling down the tracks.,0.9917667508125305
220,a blue truck parked on the side of a street.,0.9833696484565735
221,a couple of buses are parked in a parking lot.,0.9511206746101379
222,a living room with a television and video game.,0.9240559935569763
223,a woman in a black dress sitting on a chair.,0.9626622200012207
224,a white shelf filled with books and a television.,0.8864626884460449
225,a group of bowls of chocolate on a table.,0.9494435787200928
226,a couple of men standing next to a bike.,0.9909077882766724
227,a group of three airplanes flying in the sky.,0.8850657939910889
228,a man sitting on a bench looking at his cell phone.,0.9900866150856018
229,a close up of a bunch of oranges on a couch.,0.9370041489601135
230,a couple of cats laying next to each other.,0.9633156657218933
231,a small bird perched on top of a tree branch.,0.9596404433250427
232,a blue motorcycle parked on the side of a street.,0.9694127440452576
233,a couple of sheep standing on a hill in the fog.,0.9992020130157471
234,a woman is standing on top of a yellow motorcycle.,0.8748018145561218
235,a group of orange chairs sitting on a tiled floor.,0.9132090210914612
236,a black and white cat standing on the floor with a toy.,0.9506416916847229
237,a person holding a bottle of beer on a table.,0.9904304146766663
238,a living room with a couch and a fireplace.,0.9952762722969055
239,an open laptop computer sitting on top of a desk.,0.9515912532806396
240,a blue and white bus driving down a city street.,0.9378558397293091
241,a blue boat sitting in the middle of a field.,0.9385495781898499
242,a bottle of wine sitting on a table.,0.9660016298294067
243,a living room with a television and a piano.,0.9980987906455994
244,a person riding on the back of a brown horse.,0.9998084902763367
245,three green and white birds sitting on a perch.,0.8580331206321716
246,a cat sitting on top of a shelf.,0.9982249736785889
247,a couch sitting in front of a building.,0.9113711714744568
248,a green and white race car driving down a street.,0.8453359007835388
249,a black and white dog with brown and white spots.,0.9899397492408752
250,a young boy holding a bottle of beer.,0.9974819421768188
251,a small white dog laying in a bed next to a person.,0.9164634943008423
252,a person riding a motorcycle down the street.,0.9059692025184631
253,a group of women and a child in a living room.,0.9388442039489746
254,a man flying through the air while riding a motorcycle.,0.9097380042076111
255,a man is standing next to a bike.,0.9696821570396423
256,a brown horse with a saddle standing on a beach.,0.8910655379295349
257,a large airplane is being loaded with a boarding walkway.,0.821087658405304
258,a person riding a horse jumping over a white fence.,0.973512589931488
259,a red sports car sitting on a black background.,0.9476174712181091
260,a shadow of a train on a track next to a rock.,0.9350596070289612
261,a black train is sitting on the tracks.,0.9966325163841248
262,a woman is riding a bike down a path.,0.9682536721229553
263,a black and white cow standing next to a fence.,0.9994004964828491
264,a man standing in a living room with a door.,0.9587531685829163
265,a black and white dog laying on a bed.,0.9999686479568481
266,a white dog walking up a grassy hill.,0.8557180762290955
267,a bike leaning against a tree with flowers on it.,0.9427586197853088
268,a red double decker bus driving down a street.,0.9990760684013367
269,a desk with a lamp and a chair.,0.91285240650177
270,a woman standing in a kitchen holding a bottle of sauce.,0.9063005447387695
271,two women and a baby sitting on a couch.,0.9583666920661926
272,a white swan is swimming in the water.,0.9238341450691223
273,a close up of a bicycle wheel.,0.8807187676429749
274,a blue motorcycle parked on the side of the road.,0.9987863898277283
275,a yellow train is traveling down the tracks.,0.9628377556800842
276,a bottle of wine sitting on top of a table.,0.9511662721633911
277,a red and yellow train engine sitting on the tracks.,0.9676912426948547
278,a close up of a train with many windows.,0.8904945850372314
279,a black cow is drinking water from a river.,0.8816590905189514
280,a large blue airplane is on the runway of an airport.,0.9540137052536011
281,a white motorcycle parked next to a red motorcycle.,0.9210615754127502
282,a couple of motorcycles parked next to a brick wall.,0.9784027934074402
283,a living room with a couch and pictures on the wall.,0.9872376322746277
284,a boat is sitting on the rocks by the water.,0.8723713755607605
285,a small dog sitting next to a potted plant.,0.9893580079078674
286,a cat sitting on top of a shelf full of books.,0.917129397392273
287,two trains are on the tracks at a train station.,0.9735869765281677
288,a couple of cats laying next to each other.,0.999057412147522
289,a large cruise ship in the ocean with boats.,0.9279007911682129
290,a small bird standing on a wooden plank.,0.8677621483802795
291,a close up of a green and white bus.,0.9490261077880859
292,a brown cow standing in a green field.,0.9528745412826538
293,a yellow and red train traveling down the tracks.,0.9925451874732971
294,a close up of a lamp and a television.,0.8093736171722412
295,a bottle of wine sitting on top of a table.,0.9353428483009338
296,a group of people riding bikes down a road.,0.9753522276878357
297,a group of sheep grazing in a field of grass.,0.9273589849472046
298,a fighter jet flying through a blue sky.,0.9997915029525757
299,a brown horse grazing on grass in a field.,0.9926719665527344
