0,1,2
146,a man sitting on top of a boat on the back of a bus.,0.8420490622520447
147,a large airplane flying in the sky.,0.9118735194206238
148,a shelf with a bunch of bottles and plates on it.,0.7079505920410156
149,a lizard sitting on the seat of a bicycle.,0.8088465332984924
150,a large black bus parked in front of a building.,0.889904797077179
151,a blue and yellow bus driving down a street.,0.9375468492507935
152,a group of potted plants sitting on a table.,0.8630094528198242
153,a room with a door and a clock on the wall.,0.8611176609992981
154,a sailboat on the water under a cloudy sky.,0.8742245435714722
155,a white boat in the middle of a body of water.,0.936843752861023
156,a red double decker bus parked in a parking lot.,0.9894765615463257
157,a group of people sitting at a table.,0.9595946669578552
158,a stack of hay sitting on top of a red suitcase.,0.8546786308288574
159,a person sitting in a seat in a room.,0.7779472470283508
160,a man standing next to a motorcycle on a street.,0.936549961566925
161,a bike parked next to a tree in the grass.,0.9299172163009644
162,a brown dog standing next to a fence.,0.9335212707519531
163,a couple of women sitting on a table.,0.8994038105010986
164,a group of men sitting at a table with a table.,0.9176821708679199
165,a woman walking in front of a tree in a park.,0.8777002096176147
166,a couple of trucks parked in front of a building.,0.9160748720169067
167,a woman laying on a couch holding a black cat.,0.9575509428977966
168,a large airplane taking off from an airport runway.,0.9677526950836182
169,a group of sheep standing in a field.,0.8206109404563904
170,a white dog sleeping in a bed with a baby.,0.8118360042572021
171,a white bird with a long beak standing in the water.,0.8970860242843628
172,a yellow car driving down a street with a man in it.,0.9094470739364624
173,a train parked in front of a building.,0.8947949409484863
174,a couple of red cars parked next to each other.,0.9860724806785583
175,a man wearing a hat holding a bottle of wine.,0.8836011290550232
176,a wooden table with chairs and a candle on it in a room.,0.9137663245201111
177,a black cat laying on top of a chair.,0.8835806846618652
178,a pool of water with numbers on the side of it.,0.8013600707054138
179,a group of buses parked on the street.,0.9444932341575623
180,a living room with a black chair and a table.,0.9415619969367981
181,a couple of sheep laying in the grass next to a tree.,0.9757508039474487
182,a group of microwaves stacked on top of each other.,0.8257347345352173
183,a blue and yellow bird sitting on a tree branch.,0.9927822947502136
184,a large airplane parked in a hanger in a building.,0.828385591506958
185,a cat laying in the grass playing with a toy.,0.9099003076553345
186,a large black bear laying on the ground.,0.8710048794746399
187,a couple of white dogs eating grass in a field.,0.7845567464828491
188,a group of sheep standing in a field.,0.9554898142814636
189,a couple of horses standing next to a bench.,0.8692307472229004
190,a couple of buses parked in front of a building.,0.9729040265083313
191,a woman standing next to a horse in a barn.,0.8898332118988037
192,a woman riding a bike on a street.,0.8814185857772827
193,a white sheep standing next to some rocks.,0.9108615517616272
194,a couple of rocks with a cloudy sky in the background.,0.8675839304924011
195,a large building with a tree in front of it.,0.9217088222503662
196,a yellow airplane parked in a room in a building.,0.760809600353241
197,a group of yellow buses parked next to each other.,0.9374984502792358
198,a man sitting on a boat in the water.,0.8955573439598083
199,a large airplane flying in the blue sky.,0.9327666163444519
200,a man walking down a subway train.,0.915801465511322
201,a baby sleeping on a blanket next to a black cat.,0.9500784277915955
202,a young child sitting on a bench in front of a wall.,0.9259573221206665
203,a cat laying on top of a sweater on a bed.,0.8537367582321167
204,a group of birds flying over a body of water.,0.978451132774353
205,a woman feeding a dog a piece of food.,0.8613592982292175
206,a red and white train traveling down the tracks.,0.902790367603302
207,a white sheep sitting on top of a wooden table.,0.8739345669746399
208,a couple of dogs standing in the snow.,0.9947513341903687
209,a sheep and a baby sheep grazing in a field.,0.9214067459106445
210,a white dog standing on the middle of a street.,0.8984754085540771
211,a large airplane taking off from an airport runway.,0.8829121589660645
212,a couple of elephants standing next to each other.,0.9705480337142944
213,a bike parked on the side of a street.,0.9663876891136169
214,a brown dog sitting on a couch next to a person.,0.8546134233474731
215,a group of people standing on the street with their airplanes.,0.8297130465507507
216,a couple of boats are in front of a building.,0.8825041055679321
217,a blue boat with a person on the front of it.,0.7882484793663025
218,a wooden table with a chair in front of a wall.,0.9224281311035156
219,a silver train traveling down the tracks.,0.8487988114356995
220,a blue car parked in front of a house.,0.9215360283851624
221,a couple of buses parked in a parking lot.,0.902909517288208
222,a television sitting on top of a table with a book shelf.,0.891330361366272
223,a woman standing on a chair in a room.,0.9763344526290894
224,a couple of televisions and microwaves on a shelf.,0.8793837428092957
225,a plate of chocolate desserts on a wooden shelf.,0.7000054717063904
226,a couple of men standing next to a bike.,0.9240806698799133
227,a couple of planes flying in the sky.,0.9841066002845764
228,a man sitting on a couch with a table.,0.8408114314079285
229,a red couch sitting in a living room.,0.8401609063148499
230,a white cat sitting on a couch.,0.9324038028717041
231,a small bird sitting on top of a wooden fence.,0.8842491507530212
232,a motorcycle with two people on the back of it.,0.7800407409667969
233,a sheep standing in the grass next to a tree.,0.9153508543968201
234,a woman sitting on a purple motorcycle.,0.9765480160713196
235,a group of stools with drinks on them on a patio.,0.7480692863464355
236,a black cat laying on the floor.,0.8974936008453369
237,a person sitting on a table with two bottles of wine.,0.8589816093444824
238,a couch sitting in front of a fireplace.,0.9421296119689941
239,a couple of computer monitors sitting on a table.,0.8440377712249756
240,a blue and white bus driving down a city street.,0.9736672639846802
241,a blue truck parked in front of a pile of branches.,0.8073760271072388
242,a white pole in a dark room with a clock.,0.7501212358474731
243,a television sitting on top of a entertainment center.,0.8730921745300293
244,a man riding a horse in a field.,0.9214459657669067
245,a group of birds sitting on top of a wooden bench.,0.8064255714416504
246,a brown cat sitting on top of a table.,0.9429492354393005
247,a couch in front of a group of windows.,0.9179655909538269
248,a white van parked in front of a field of grass.,0.8493344187736511
249,a black and white dog laying next to a woman.,0.9155864715576172
250,a young child standing on a brick road.,0.780731737613678
251,a white dog laying in a wooden bench.,0.8284992575645447
252,a man riding a motorcycle on a street.,0.8981004357337952
253,a group of women sitting in a room.,0.8752331733703613
254,a man doing a trick on a dirt bike in the air.,0.9383146166801453
255,a man sitting on a bench next to a bike.,0.8694061040878296
256,a group of horses standing next to each other.,0.9046307802200317
257,a large airplane parked on the runway at an airport.,0.9381096959114075
258,a young boy riding on the back of a brown horse.,0.8516399264335632
259,a red car parked on the side of a black car.,0.8885214328765869
260,a group of bushes and a church with a building.,0.7517214417457581
261,a black train on the tracks at a train station.,0.9183926582336426
262,a woman riding a bike down a path in the grass.,0.9403192400932312
263,a couple of black and white cows laying in the grass.,0.8301283717155457
264,a young man standing in a living room.,0.9623469710350037
265,a group of dogs laying on the floor.,0.8368648290634155
266,a group of trees in a field in the snow.,0.8478817343711853
267,a couple of bikes parked next to a tree.,0.9513368010520935
268,a red double decker bus driving down a street in front of trees.,0.8927901387214661
269,a wooden table with a chair and a chair in a room.,0.8603686094284058
270,a woman standing in a kitchen holding a bottle of beer.,0.8846435546875
271,a woman sitting on a couch talking on a cell phone.,0.9021344184875488
272,a white swan swimming in a body of water.,0.9241432547569275
273,a close up of the inside of a motorcycle tire.,0.6713331341743469
274,a blue motorcycle parked on the side of a road.,0.9146884083747864
275,a yellow train traveling down the tracks.,0.9120230674743652
276,a bottle of wine sitting on top of a table.,0.9456740617752075
277,a red double decker bus parked on top of a machine.,0.8837037086486816
278,a close up of a train on a city street.,0.8151488900184631
279,a group of elephants walking in the water.,0.8286757469177246
280,a large airplane sitting on top of a runway.,0.899300217628479
281,a white motorcycle parked in a room with other motorcycles.,0.8739189505577087
282,a couple of motorcycles parked next to a brick building.,0.9567266702651978
283,a couch and two pictures on the wall of a room.,0.9188490509986877
284,a couple of boats sitting on a river.,0.8908184170722961
285,a plate with plants on top of a floor.,0.8760748505592346
286,a cat sitting on top of a pile of books.,0.8728979229927063
287,a couple of trains on the tracks at a train station.,0.8899643421173096
288,a cat sleeping on its back in a blue blanket.,0.8119909167289734
289,a group of boats in the water next to a cruise ship.,0.9262409806251526
290,a large brown and white bird standing on a ground.,0.8228461146354675
291,a close up of the wing of an airplane.,0.8243028521537781
292,a couple of brown cows standing in the grass.,0.9148733615875244
293,a red and yellow train traveling down the tracks.,0.9370574355125427
294,a person sitting on top of a table with a television.,0.8308873772621155
295,a picture of a clock on the side of a wall.,0.8492438793182373
296,a group of people riding bikes down a road.,0.990489661693573
297,a group of sheep grazing in a field of grass.,0.9459666609764099
298,a large airplane flying through a blue sky.,0.8302236795425415
299,a brown horse standing in a field.,0.9772823452949524
